,Customer ID,Purchase Date,Drone Model,Price,Payment Method,Warranty,Usage Frequency,Purpose of Use,Customer Satisfaction,Customer Feedback,Age,Obstacle Avoidance,cluster_no
772,CUST773,2023-03-19,Autel EVO 2 Pro,711.53,Debit Card,1,2,Professional Use,5,I purchased the Autel EVO 2 Pro and it has been an satisfying experience. It's perfect for Professional Use.,328,0,2
773,CUST774,2023-02-17,DJI Air 2S,1112.56,Cash,0,1,Recreation,4,The DJI Air 2S is excellent and exceeded my expectations. It's perfect for Recreation.,358,0,1
774,CUST775,2023-05-08,Parrot Anafi USA,532.09,Credit Card,2,2,Aerial Photography,3,I couldn't be happier with the Parrot Anafi USA. It's satisfying and exceptional for Aerial Photography.,278,1,5
775,CUST776,2023-06-06,Autel EVO Lite+,748.69,PayPal,0,2,Recreation,3,The Autel EVO Lite+ is excellent and exceeded my expectations. It's amazing for Recreation.,249,0,2
776,CUST777,2023-01-09,Autel EVO Lite+,2246.85,Credit Card,1,1,Recreation,3,"For the price of 2246.85, the Autel EVO Lite+ offers excellent performance. It's amazing for Recreation.",397,0,4
777,CUST778,2023-01-31,Autel EVO 2 Pro,1181.35,Credit Card,0,1,Professional Use,4,"For the price of 1181.35, the Autel EVO 2 Pro offers reliable performance. It's exceptional for Professional Use.",375,0,1
778,CUST779,2023-05-20,DJI Air 2S,1055.62,Cash,1,1,Professional Use,1,The DJI Air 2S is reliable and exceeded my expectations. It's amazing for Professional Use.,266,0,4
779,CUST780,2022-12-22,DJI Mavic Air 2,1091.88,Cash,2,2,Recreation,5,"For the price of 1091.88, the DJI Mavic Air 2 offers outstanding performance. It's amazing for Recreation.",415,0,5
780,CUST781,2023-08-08,DJI Air 2S,2135.34,PayPal,0,2,Professional Use,4,I'm truly impressed with the DJI Air 2S. It's impressive and fantastic for Professional Use.,186,0,2
781,CUST782,2023-05-03,Skydio X2,1031.58,Credit Card,0,0,Aerial Photography,4,"For the price of 1031.58, the Skydio X2 offers satisfying performance. It's perfect for Aerial Photography.",283,0,1
782,CUST783,2023-04-19,DJI Air 2S,519.59,PayPal,1,0,Aerial Photography,4,I'm truly impressed with the DJI Air 2S. It's satisfying and terrific for Aerial Photography.,297,0,3
783,CUST784,2023-08-26,Skydio 2,883.82,PayPal,0,0,Recreation,4,I'm truly impressed with the Skydio 2. It's outstanding and amazing for Recreation.,168,1,1
784,CUST785,2023-08-12,Parrot Anafi USA,730.46,PayPal,2,0,Aerial Photography,5,I'm truly impressed with the Parrot Anafi USA. It's reliable and perfect for Aerial Photography.,182,1,3
785,CUST786,2023-05-23,Autel EVO Nano+,1686.55,Credit Card,1,0,Recreation,4,I couldn't be happier with the Autel EVO Nano+. It's impressive and perfect for Recreation.,263,0,3
786,CUST787,2023-02-13,DJI Mavic Air 2,1746.78,PayPal,0,1,Aerial Photography,1,I couldn't be happier with the DJI Mavic Air 2. It's reliable and amazing for Aerial Photography.,362,0,1
787,CUST788,2023-04-20,Parrot Anafi USA,1054.43,Cash,0,2,Professional Use,4,I'm truly impressed with the Parrot Anafi USA. It's outstanding and fantastic for Professional Use.,296,1,2
788,CUST789,2023-06-07,Parrot Anafi USA,1864.24,Credit Card,2,2,Recreation,5,I couldn't be happier with the Parrot Anafi USA. It's impressive and terrific for Recreation.,248,1,5
789,CUST790,2022-10-11,Autel EVO Nano+,1931.49,PayPal,1,0,Recreation,5,The Autel EVO Nano+ is impressive and exceeded my expectations. It's fantastic for Recreation.,487,0,3
790,CUST791,2022-10-22,Yuneec Typhoon H,458.72,Credit Card,0,2,Aerial Photography,4,The Yuneec Typhoon H is impressive and exceeded my expectations. It's terrific for Aerial Photography.,476,0,2
791,CUST792,2023-08-13,Autel EVO Lite+,1619.91,Debit Card,2,0,Recreation,5,I'm truly impressed with the Autel EVO Lite+. It's reliable and fantastic for Recreation.,181,0,3
792,CUST793,2023-03-20,DJI Air 2S,1582.97,Debit Card,0,1,Professional Use,4,I couldn't be happier with the DJI Air 2S. It's outstanding and amazing for Professional Use.,327,0,1
793,CUST794,2023-05-01,Autel EVO Nano+,1910.76,PayPal,1,2,Professional Use,5,"For the price of 1910.76, the Autel EVO Nano+ offers impressive performance. It's fantastic for Professional Use.",285,0,2
794,CUST795,2023-05-22,Parrot Anafi USA,2167.76,PayPal,0,1,Aerial Photography,5,I'm truly impressed with the Parrot Anafi USA. It's reliable and fantastic for Aerial Photography.,264,1,1
795,CUST796,2022-12-28,Yuneec Typhoon H,1926.0,PayPal,0,1,Aerial Photography,4,I purchased the Yuneec Typhoon H and it has been an outstanding experience. It's perfect for Aerial Photography.,409,0,1
796,CUST797,2023-08-27,Autel EVO 2 Pro,1397.17,Credit Card,0,0,Aerial Photography,4,"For the price of 1397.17, the Autel EVO 2 Pro offers reliable performance. It's fantastic for Aerial Photography.",167,0,1
797,CUST798,2023-04-02,DJI Air 2S,378.5,Cash,0,0,Aerial Photography,4,"For the price of 378.5, the DJI Air 2S offers reliable performance. It's perfect for Aerial Photography.",314,0,1
798,CUST799,2023-02-17,Parrot Anafi USA,1274.26,Cash,2,0,Recreation,3,The Parrot Anafi USA is satisfying and exceeded my expectations. It's terrific for Recreation.,358,1,3
799,CUST800,2022-11-03,DJI Mini 2,1676.74,Credit Card,2,0,Professional Use,5,The DJI Mini 2 is satisfying and exceeded my expectations. It's fantastic for Professional Use.,464,1,3
800,CUST801,2023-05-30,Yuneec Typhoon H,1252.84,Credit Card,1,1,Recreation,4,"For the price of 1252.84, the Yuneec Typhoon H offers excellent performance. It's exceptional for Recreation.",256,0,4
801,CUST802,2023-03-24,DJI Air 2S,1571.02,Debit Card,1,1,Aerial Photography,4,The DJI Air 2S is impressive and exceeded my expectations. It's perfect for Aerial Photography.,323,0,4
802,CUST803,2022-12-08,Autel EVO Lite+,1546.53,Credit Card,2,0,Recreation,5,The Autel EVO Lite+ is impressive and exceeded my expectations. It's exceptional for Recreation.,429,0,3
803,CUST804,2022-10-17,Autel EVO 2 Pro,2289.41,Cash,0,2,Recreation,4,I purchased the Autel EVO 2 Pro and it has been an excellent experience. It's perfect for Recreation.,481,0,2
804,CUST805,2022-10-23,Autel EVO 2 Pro,565.84,PayPal,2,1,Professional Use,4,"For the price of 565.84, the Autel EVO 2 Pro offers outstanding performance. It's exceptional for Professional Use.",475,0,5
805,CUST806,2023-08-13,Autel EVO 2 Pro,2213.36,Credit Card,0,1,Professional Use,4,I'm truly impressed with the Autel EVO 2 Pro. It's satisfying and fantastic for Professional Use.,181,0,1
806,CUST807,2023-05-28,DJI Mavic Air 2,561.9,Credit Card,2,0,Aerial Photography,3,I'm truly impressed with the DJI Mavic Air 2. It's reliable and exceptional for Aerial Photography.,258,0,3
807,CUST808,2023-07-11,Autel EVO Nano+,747.6,Credit Card,0,0,Professional Use,4,I purchased the Autel EVO Nano+ and it has been an impressive experience. It's perfect for Professional Use.,214,0,1
808,CUST809,2023-03-22,Autel EVO Nano+,471.58,Debit Card,0,2,Aerial Photography,5,"For the price of 471.58, the Autel EVO Nano+ offers reliable performance. It's fantastic for Aerial Photography.",325,0,2
809,CUST810,2022-10-06,Autel EVO Lite+,423.73,Credit Card,1,0,Aerial Photography,4,I purchased the Autel EVO Lite+ and it has been an outstanding experience. It's perfect for Aerial Photography.,492,0,3
810,CUST811,2023-06-05,Skydio X2,1600.37,PayPal,1,0,Recreation,5,"For the price of 1600.37, the Skydio X2 offers outstanding performance. It's terrific for Recreation.",250,0,3
811,CUST812,2023-08-31,DJI Mavic Air 2,2228.11,Cash,0,0,Recreation,3,"For the price of 2228.11, the DJI Mavic Air 2 offers excellent performance. It's amazing for Recreation.",163,0,1
812,CUST813,2023-04-05,Parrot Anafi USA,1588.01,Credit Card,0,0,Professional Use,5,"For the price of 1588.01, the Parrot Anafi USA offers outstanding performance. It's amazing for Professional Use.",311,1,1
813,CUST814,2023-08-01,Autel EVO Lite+,852.15,Credit Card,0,2,Aerial Photography,2,"For the price of 852.15, the Autel EVO Lite+ offers reliable performance. It's amazing for Aerial Photography.",193,0,2
814,CUST815,2022-10-07,DJI Mavic Air 2,1115.31,Credit Card,1,1,Recreation,4,I couldn't be happier with the DJI Mavic Air 2. It's impressive and fantastic for Recreation.,491,0,4
815,CUST816,2023-06-15,Autel EVO 2 Pro,555.04,Cash,0,1,Professional Use,3,I couldn't be happier with the Autel EVO 2 Pro. It's excellent and terrific for Professional Use.,240,0,1
816,CUST817,2023-07-22,Skydio X2,349.05,PayPal,0,0,Recreation,5,I couldn't be happier with the Skydio X2. It's satisfying and perfect for Recreation.,203,0,1
817,CUST818,2023-08-28,Skydio 2,1720.83,PayPal,2,0,Aerial Photography,4,I couldn't be happier with the Skydio 2. It's excellent and terrific for Aerial Photography.,166,1,3
818,CUST819,2023-01-29,Autel EVO 2 Pro,1260.08,PayPal,0,0,Aerial Photography,3,"For the price of 1260.08, the Autel EVO 2 Pro offers excellent performance. It's amazing for Aerial Photography.",377,0,1
819,CUST820,2022-12-08,Skydio X2,848.89,PayPal,0,2,Professional Use,3,The Skydio X2 is reliable and exceeded my expectations. It's terrific for Professional Use.,429,0,2
820,CUST821,2023-04-21,Skydio 2,656.77,Debit Card,2,1,Aerial Photography,4,I couldn't be happier with the Skydio 2. It's outstanding and terrific for Aerial Photography.,295,1,5
821,CUST822,2023-07-31,Autel EVO 2 Pro,1355.74,Credit Card,1,1,Recreation,4,I couldn't be happier with the Autel EVO 2 Pro. It's satisfying and amazing for Recreation.,194,0,4
822,CUST823,2023-06-05,Autel EVO Lite+,1719.21,Credit Card,2,2,Aerial Photography,4,I couldn't be happier with the Autel EVO Lite+. It's outstanding and perfect for Aerial Photography.,250,0,5
823,CUST824,2022-12-24,Skydio X2,1335.93,Debit Card,0,1,Recreation,3,"For the price of 1335.93, the Skydio X2 offers reliable performance. It's exceptional for Recreation.",413,0,1
824,CUST825,2023-06-06,DJI Mavic Air 2,1153.89,Cash,2,1,Aerial Photography,4,I'm truly impressed with the DJI Mavic Air 2. It's excellent and exceptional for Aerial Photography.,249,0,5
825,CUST826,2022-11-17,Autel EVO Nano+,1554.98,Debit Card,0,0,Professional Use,4,"For the price of 1554.98, the Autel EVO Nano+ offers satisfying performance. It's terrific for Professional Use.",450,0,1
826,CUST827,2023-06-27,Yuneec Typhoon H,432.42,Cash,2,0,Recreation,4,"For the price of 432.42, the Yuneec Typhoon H offers reliable performance. It's fantastic for Recreation.",228,0,3
827,CUST828,2022-11-10,Autel EVO Lite+,767.55,PayPal,2,1,Professional Use,5,I couldn't be happier with the Autel EVO Lite+. It's impressive and amazing for Professional Use.,457,0,5
828,CUST829,2023-03-10,Yuneec Typhoon H,1848.48,Debit Card,2,0,Aerial Photography,5,I couldn't be happier with the Yuneec Typhoon H. It's satisfying and fantastic for Aerial Photography.,337,0,3
829,CUST830,2023-05-19,DJI Mavic Air 2,395.27,PayPal,1,1,Aerial Photography,3,"For the price of 395.27, the DJI Mavic Air 2 offers satisfying performance. It's exceptional for Aerial Photography.",267,0,4
830,CUST831,2022-10-16,Autel EVO Lite+,991.38,Cash,1,2,Aerial Photography,5,I couldn't be happier with the Autel EVO Lite+. It's impressive and exceptional for Aerial Photography.,482,0,2
831,CUST832,2023-02-11,DJI Mini 2,1202.36,Debit Card,1,2,Professional Use,5,"For the price of 1202.36, the DJI Mini 2 offers reliable performance. It's perfect for Professional Use.",364,1,2
832,CUST833,2023-04-17,Autel EVO 2 Pro,412.4,PayPal,0,2,Aerial Photography,3,"For the price of 412.4, the Autel EVO 2 Pro offers satisfying performance. It's exceptional for Aerial Photography.",299,0,2
833,CUST834,2023-07-22,Yuneec Typhoon H,1051.93,Cash,1,1,Aerial Photography,5,I purchased the Yuneec Typhoon H and it has been an reliable experience. It's perfect for Aerial Photography.,203,0,4
834,CUST835,2023-04-10,Skydio X2,2495.77,PayPal,0,1,Professional Use,4,The Skydio X2 is excellent and exceeded my expectations. It's fantastic for Professional Use.,306,0,1
835,CUST836,2023-02-02,DJI Air 2S,771.25,Credit Card,2,0,Professional Use,5,I couldn't be happier with the DJI Air 2S. It's outstanding and exceptional for Professional Use.,373,0,3
836,CUST837,2023-02-21,DJI Air 2S,630.54,Cash,0,2,Aerial Photography,3,I'm truly impressed with the DJI Air 2S. It's satisfying and exceptional for Aerial Photography.,354,0,2
837,CUST838,2023-07-30,Skydio 2,1340.98,PayPal,0,0,Recreation,5,I purchased the Skydio 2 and it has been an impressive experience. It's perfect for Recreation.,195,1,1
838,CUST839,2023-04-07,Skydio 2,1174.07,Credit Card,0,1,Recreation,1,I'm truly impressed with the Skydio 2. It's reliable and amazing for Recreation.,309,1,1
839,CUST840,2022-12-06,Yuneec Typhoon H,1904.35,Debit Card,0,2,Recreation,4,I'm truly impressed with the Yuneec Typhoon H. It's reliable and exceptional for Recreation.,431,0,2
840,CUST841,2023-01-03,Parrot Anafi USA,353.13,Credit Card,1,2,Aerial Photography,5,I couldn't be happier with the Parrot Anafi USA. It's reliable and fantastic for Aerial Photography.,403,1,2
841,CUST842,2023-02-13,Autel EVO Lite+,2492.65,Debit Card,1,2,Recreation,5,The Autel EVO Lite+ is excellent and exceeded my expectations. It's fantastic for Recreation.,362,0,2
842,CUST843,2023-05-25,DJI Mavic Air 2,1302.34,Cash,1,2,Professional Use,5,I'm truly impressed with the DJI Mavic Air 2. It's impressive and exceptional for Professional Use.,261,0,2
843,CUST844,2023-04-02,DJI Mavic Air 2,1865.55,Credit Card,1,1,Professional Use,4,"For the price of 1865.55, the DJI Mavic Air 2 offers impressive performance. It's perfect for Professional Use.",314,0,4
844,CUST845,2022-12-03,Autel EVO 2 Pro,586.91,Cash,2,1,Recreation,5,"For the price of 586.91, the Autel EVO 2 Pro offers excellent performance. It's perfect for Recreation.",434,0,5
845,CUST846,2023-01-04,Autel EVO Nano+,1206.61,Credit Card,2,1,Professional Use,4,I'm truly impressed with the Autel EVO Nano+. It's outstanding and exceptional for Professional Use.,402,0,5
846,CUST847,2023-04-21,Autel EVO 2 Pro,621.69,PayPal,0,1,Professional Use,4,The Autel EVO 2 Pro is outstanding and exceeded my expectations. It's amazing for Professional Use.,295,0,1
847,CUST848,2023-03-02,DJI Mini 2,1988.06,Debit Card,1,2,Aerial Photography,4,I couldn't be happier with the DJI Mini 2. It's impressive and fantastic for Aerial Photography.,345,1,2
848,CUST849,2023-04-05,Autel EVO 2 Pro,1851.44,Credit Card,0,1,Recreation,4,"For the price of 1851.44, the Autel EVO 2 Pro offers satisfying performance. It's terrific for Recreation.",311,0,1
849,CUST850,2023-06-20,DJI Mini 2,1626.83,PayPal,2,0,Professional Use,4,"For the price of 1626.83, the DJI Mini 2 offers impressive performance. It's amazing for Professional Use.",235,1,3
850,CUST851,2023-01-06,Parrot Anafi USA,317.31,PayPal,1,0,Professional Use,4,I couldn't be happier with the Parrot Anafi USA. It's satisfying and perfect for Professional Use.,400,1,3
851,CUST852,2023-01-24,Autel EVO 2 Pro,365.55,Credit Card,0,2,Aerial Photography,4,I'm truly impressed with the Autel EVO 2 Pro. It's outstanding and terrific for Aerial Photography.,382,0,2
852,CUST853,2023-08-09,Skydio 2,832.95,Cash,2,0,Recreation,4,I purchased the Skydio 2 and it has been an reliable experience. It's perfect for Recreation.,185,1,3
853,CUST854,2023-06-01,DJI Mini 2,1659.44,Credit Card,1,1,Professional Use,4,"For the price of 1659.44, the DJI Mini 2 offers excellent performance. It's exceptional for Professional Use.",254,1,4
854,CUST855,2023-05-23,Skydio 2,1386.96,PayPal,0,1,Aerial Photography,4,I couldn't be happier with the Skydio 2. It's excellent and amazing for Aerial Photography.,263,1,1
855,CUST856,2023-09-05,DJI Mini 2,1325.57,Cash,1,1,Aerial Photography,4,I'm truly impressed with the DJI Mini 2. It's impressive and terrific for Aerial Photography.,158,1,4
856,CUST857,2023-01-05,Skydio 2,983.44,PayPal,2,0,Professional Use,5,I purchased the Skydio 2 and it has been an satisfying experience. It's perfect for Professional Use.,401,1,3
857,CUST858,2023-04-27,DJI Mini 2,405.42,Cash,1,0,Recreation,5,I'm truly impressed with the DJI Mini 2. It's outstanding and terrific for Recreation.,289,1,3
858,CUST859,2022-11-19,Parrot Anafi USA,2464.15,Debit Card,0,0,Aerial Photography,5,"For the price of 2464.15, the Parrot Anafi USA offers reliable performance. It's fantastic for Aerial Photography.",448,1,1
859,CUST860,2023-05-13,Skydio X2,786.93,Debit Card,0,0,Professional Use,5,I couldn't be happier with the Skydio X2. It's reliable and perfect for Professional Use.,273,0,1
860,CUST861,2022-11-28,Autel EVO 2 Pro,2009.15,Credit Card,1,0,Aerial Photography,3,I couldn't be happier with the Autel EVO 2 Pro. It's satisfying and terrific for Aerial Photography.,439,0,3
861,CUST862,2023-03-08,DJI Mini 2,1689.89,Debit Card,0,1,Aerial Photography,4,"For the price of 1689.89, the DJI Mini 2 offers outstanding performance. It's exceptional for Aerial Photography.",339,1,1
862,CUST863,2023-08-18,Autel EVO Nano+,1468.67,PayPal,2,1,Professional Use,5,I couldn't be happier with the Autel EVO Nano+. It's satisfying and perfect for Professional Use.,176,0,5
863,CUST864,2023-05-17,Parrot Anafi USA,1250.8,Credit Card,0,1,Aerial Photography,3,I'm truly impressed with the Parrot Anafi USA. It's satisfying and terrific for Aerial Photography.,269,1,1
864,CUST865,2022-11-08,Parrot Anafi USA,1346.26,Credit Card,1,2,Aerial Photography,1,I couldn't be happier with the Parrot Anafi USA. It's reliable and amazing for Aerial Photography.,459,1,2
865,CUST866,2023-09-03,Autel EVO Lite+,1765.25,Cash,0,2,Professional Use,4,The Autel EVO Lite+ is impressive and exceeded my expectations. It's perfect for Professional Use.,160,0,2
866,CUST867,2022-12-08,Autel EVO Lite+,1588.55,Cash,1,0,Professional Use,3,I couldn't be happier with the Autel EVO Lite+. It's satisfying and exceptional for Professional Use.,429,0,3
